"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"China","CHN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","2134.8135","2188.1103","2267.4971","2311.6815","2335.2071","2528.8241","2591.382","2769.5635","2962.3119","3005.6359","2975.9849","2943.4291","3028.2266","3142.4308","3332.2459","3339.9514","3477.8447","3663.7398","3855.6424","3974.837","4046.8546","4183.1174","4294.3144","4500.8962","4682.316","5109.8256","5105.9713","5143.9249","5227.6438","5175.0553","5400.4912","5597.4498","5933.0578","6651.449","7529.6669","8405.5432","9206.2169","9819.6021","10044.4264","10670.9385","11540.5039","12548.1601","12903.742","13461.1829","13626.0618","13455.9982","13423.4243","13687.1477","14273.7674","14583.463","14856.9669","15610.3695","15662.1317","",
"Cote d'Ivoire","CIV","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.6795","6.8041","7.236","7.4497","7.6977","8.2468","8.9454","9.1617","9.9767","9.877","9.7838","9.8783","10.2863","11.8089","11.725","11.7028","11.7093","11.6782","11.6416","11.2854","11.2784","11.6609","11.8645","12.0676","13.032","13.7154","15.2304","16.6799","16.515","18.6934","18.6576","18.915","19.778","18.3217","19.185","20.2836","20.545","20.6599","21.4191","20.8543","22.2936","22.9511","25.6455","27.088","28.067","29.2358","30.4018","31.4554","31.672","33.3463","33.635","35.295","36.1772","",
"Cameroon","CMR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","7.9479","8.2968","8.105","8.1611","8.3803","9.0818","9.4145","10.4163","11.3515","13.6957","16.7734","19.6942","21.4678","24.0398","26.9903","31.2164","31.6767","31.5808","29.0253","31.6433","31.2663","30.5326","29.5839","28.8712","28.137","28.7683","30.1372","29.7773","30.534","31.2724","32.6961","32.7911","31.7155","32.4403","32.2513","32.4682","31.7798","32.6356","32.4848","33.2605","32.9734","32.6206","33.4998","35.7353","37.8109","41.035","42.262","40.731","41.766","42.6303","43.5342","43.6651","43.1713","",
"Congo, Dem. Rep.","COD","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","12.9859","13.2956","13.6217","13.895","14.299","14.5314","19.2938","19.2297","18.6108","19.7286","19.5099","20.0744","23.0303","24.9346","27.4939","26.3395","27.1034","28.2546","29.1286","27.6541","28.5099","26.5105","27.1362","28.3515","27.6901","28.0772","29.0739","28.3396","28.8824","28.383","31.0296","28.6826","28.1664","29.4095","30.0581","30.9103","31.5814","32.6892","33.4787","33.7245","37.0132","38.1008","44.9861","48.8453","52.9133","52.5952","53.3151","56.2186","55.802","57.77","58.8999","60.5325","61.5741","",
"Congo, Rep.","COG","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","2.54","2.826","3.0619","11.6528","15.9979","10.4954","10.507","5.0413","4.6809","4.8508","5.8143","6.9002","7.7434","7.9205","9.4528","9.2756","9.2012","9.8509","10.7675","11.4629","11.4658","11.3593","11.4712","11.8635","10.4635","12.8103","16.4068","17.1291","20.437","20.8623","22.604","21.1079","14.133","15.8303","17.0561","20.7231","22.8097","19.642","19.5086","21.2882","23.2041","22.3278","21.511","20.8877","21.3506","21.2375","20.9599","22.7592","26.5794","27.8414","26.6643","25.1051","25.9624","",
"Colombia","COL","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","87.114","90.0283","92.2029","94.3595","97.4725","101.7938","105.8827","108.3368","112.5821","113.2366","114.2292","116.0286","118.5385","119.6397","119.5095","121.73","124.2844","129.0275","131.3185","135.5867","139.1036","140.3621","144.3679","148.8168","150.1723","155.177","155.2568","162.878","165.6942","153.4226","159.1916","160.4314","159.2973","160.0898","160.9309","164.7799","165.3553","169.661","171.2066","176.3302","181.3065","184.527","182.3537","190.6423","191.6769","193.0072","197.1309","193.5774","201.8516","205.8254","206.0803","209.8469","215.5305","",
"Comoros","COM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.2399","0.2439","0.247","0.2522","0.2595","0.2649","0.2745","0.2809","0.2877","0.2979","0.2984","0.2979","0.2955","0.2961","0.2999","0.2967","0.2851","0.3189","0.3213","0.3261","0.3431","0.3555","0.3552","0.3617","0.3656","0.3748","0.383","0.3891","0.4111","0.425","0.4535","0.472","0.4847","0.5095","0.5304","0.5357","0.5767","0.5166","0.5345","0.5683","0.6087","0.6078","0.6262","0.665","0.658","0.6823","0.7123","0.7771","0.8102","0.8527","0.8667","0.9076","0.9221","",
"Cabo Verde","CPV","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.2491","0.2478","0.251","0.2532","0.2615","0.2677","0.2761","0.2847","0.2911","0.323","0.3231","0.3173","0.2014","0.1988","0.2162","0.2234","0.1595","0.1867","0.2121","0.2267","0.2295","0.2545","0.2834","0.2862","0.2829","0.3111","0.2991","0.3149","0.3352","0.347","0.5426","0.5803","0.6182","0.5928","0.6352","0.8589","0.9158","1.0019","0.9798","0.9566","1.018","1.1324","1.0166","0.997","1.053","1.0667","1.085","1.1082","1.124","1.1571","1.1786","1.2543","1.3033","",
"Costa Rica","CRI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","5.9922","6.1704","6.5304","7.1645","7.1839","7.5063","7.6332","8.369","8.787","9.0025","8.8192","8.9602","8.6545","8.9193","9.1476","9.0565","9.1621","9.3402","9.4515","9.785","10.0047","10.2982","11.5165","11.5569","11.9578","11.4762","11.3854","11.3999","11.9968","11.7463","11.4794","11.6748","11.7112","12.1814","12.4586","12.4413","12.8779","14.032","14.2098","14.0342","14.1866","14.8817","14.5603","14.907","15.2239","14.9886","15.67","16.0563","16.5884","16.5512","15.0588","16.2081","16.8614","",
"Caribbean small states","CSS","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","10.0845","10.0955","10.1676","10.8452","10.5673","11.1354","10.538","11.3349","11.1728","10.7137","10.9884","10.5163","10.1175","9.1865","9.4219","9.2864","9.3487","9.1109","9.3024","9.5509","9.1685","9.3236","9.3773","9.4249","9.7504","10.3218","10.4963","10.8497","10.9974","10.847","10.8652","10.8816","10.2558","10.5708","10.7034","10.73","10.7405","11.2733","11.6915","11.8087","12.5731","12.2221","13.1181","13.5817","14.0834","14.263","14.8415","14.4097","14.5917","15.9404","16.2039","17.2348","17.5201","",
"Cuba","CUB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","46.9628","45.4475","44.5538","47.0299","48.9489","49.6387","51.3965","53.7946","56.5188","57.5431","57.8816","58.4396","57.7669","60.0211","62.9107","60.3065","61.0877","63.8932","65.575","67.1921","63.5469","54.2136","47.5834","43.2837","44.6238","45.4849","48.6535","51.0029","49.8227","50.2425","50.7482","49.1004","47.7723","46.9043","45.908","46.0327","47.5152","48.6032","48.1199","48.8072","49.4","49.3181","50.5264","50.8966","48.8544","50.7652","48.8563","47.5526","47.8944","45.4061","44.4149","43.9036","44.3766","",
"Curacao","CUW","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0301","0.0323","0.041","0.0439","0.0419","0.0527","0.0508","0.0583","0.0612","0.0633","0.0655","0.067","0.0681","0.0712","0.0836","0.0866","0.0952","0.1065","0.1205","0.1239","0.1226","0.1231","0.1265","0.1193","0.1353","0.1426","0.1426","0.1455","0.1497","0.1467","0.1423","0.1447","0.1546","0.1635","0.1552","0.162","0.1758","0.2187","0.2447","0.2411","0.2621","0.2193","0.2178","0.2544","0.261","0.2696","0.2795","0.291","0.3019","0.3984","0.3431","0.3327","0.3448","",
"Cyprus","CYP","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","2.942","2.9803","3.475","3.5935","2.8543","2.7821","3.2268","3.4083","3.5474","3.7432","3.9285","3.8097","3.9018","3.9056","3.988","3.9486","4.3121","4.908","4.9808","5.2374","5.5483","6.0888","6.4927","6.7812","7.0612","6.9516","7.3502","7.4311","7.7613","8.0409","8.3063","8.229","8.4512","9.126","9.0717","9.1787","9.2971","9.5992","9.8007","9.6022","9.6816","9.4461","8.8409","8.1174","8.5166","8.59","9.0158","9.1968","9.4459","9.9874","9.5356","10.3778","10.6299","",
"Czechia","CZE","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","216.8653","217.9126","217.9767","216.2076","200.0277","207.8349","213.5348","225.2089","222.7852","233.3282","225.7441","226.4641","228.4357","229.4439","232.6184","229.5371","228.1018","228.1316","224.1466","216.0118","197.1696","178.6036","170.3428","163.482","156.6592","155.5154","159.7546","155.7413","148.8024","140.5317","154.1695","154.7478","149.2479","152.7558","153.9855","151.1201","152.3859","154.0755","148.3202","141.4137","143.4994","141.1668","136.9557","132.376","130.196","131.6405","132.8754","134.0677","132.4167","126.9997","117.4617","123.6745","125.029","",
"Germany","DEU","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1322.1469","1315.8531","1340.1568","1392.9702","1359.9833","1298.0757","1362.5818","1338.5953","1380.9302","1432.6387","1378.4143","1341.7135","1291.5205","1305.788","1321.0414","1322.4662","1311.2302","1300.0911","1290.3786","1277.8564","1235.2345","1209.5119","1145.9111","1132.6564","1118.3481","1110.3433","1137.9142","1099.0196","1079.0151","1038.7965","1032.2857","1043.5843","1025.2094","1023.8532","1007.1142","983.7129","989.8322","958.4342","960.1928","896.2574","940.9959","912.9835","925.5596","942.9811","902.8989","908.1324","910.2047","893.9396","864.5847","810.2707","751.339","792.4534","784.0046","",
"Djibouti","DJI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.9984","1.0153","1.0223","1.0551","1.1325","1.194","1.2466","1.3284","1.3761","1.5364","1.5575","1.3173","1.2696","1.1797","1.0908","1.1262","1.1259","1.3725","1.3563","2.0612","1.8928","2.1822","2.0194","2.0327","2.0648","2.131","2.2043","2.2312","2.2762","2.3429","1.9065","1.9182","1.9473","2.0032","1.9944","1.9683","1.9527","1.9916","2.0892","1.9598","2.0546","1.8738","2.0749","2.1668","2.205","2.1385","2.0951","2.0274","2.091","2.0871","2.112","2.1974","2.2323","",
"Dominica","DMA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0396","0.0418","0.0443","0.0456","0.0458","0.0488","0.0492","0.0519","0.0534","0.055","0.0561","0.0617","0.062","0.0624","0.0654","0.0679","0.0685","0.0802","0.0842","0.0878","0.0872","0.0873","0.0877","0.1055","0.1173","0.125","0.1311","0.1292","0.1023","0.1267","0.1221","0.1229","0.1173","0.1246","0.129","0.128","0.131","0.1444","0.1417","0.1432","0.1462","0.1319","0.1293","0.1377","0.1429","0.1453","0.1501","0.1405","0.1519","0.1588","0.1467","0.1447","0.1474","",
"Denmark","DNK","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","80.4304","75.9121","77.5647","77.0763","71.7366","73.4007","77.803","81.1734","81.1092","84.2259","84.703","72.5575","75.4937","73.376","72.4585","80.0292","81.1014","78.6749","74.2309","69.143","69.4576","80.2545","74.3022","76.9767","80.8088","77.835","91.3868","81.5979","77.531","74.5463","70.5711","72.2327","71.4227","76.9416","70.9003","67.257","74.4826","69.8757","66.2211","63.8062","64.147","58.8345","53.9748","56.1559","51.9911","50.0524","52.0021","49.8388","49.978","46.6191","44.054","47.0893","45.7952","",
"Dominican Republic","DOM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","10.2315","10.6957","11.949","12.1454","13.1283","13.8661","14.4563","14.9752","14.8278","15.5305","15.773","15.2052","15.426","16.9219","17.3652","16.1823","16.9705","18.5134","18.4774","19.5376","18.0671","18.9311","19.9464","20.2036","21.8476","22.7147","23.9297","25.8592","28.0373","28.7377","29.2904","30.033","32.4659","30.0892","29.5893","30.9056","33.0997","34.2369","34.566","34.2518","35.6002","36.0127","36.898","36.616","37.1624","39.5278","40.954","40.2792","42.6908","43.2638","40.7453","41.228","41.8585","",
"Algeria","DZA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","57.0998","60.9085","82.6382","95.6565","86.0406","82.814","97.5572","105.7107","115.6077","119.3029","114.2084","108.7002","112.4413","118.2895","123.5436","135.2111","140.4933","139.96","140.7541","145.0043","145.8869","149.0675","158.2984","163.7512","160.4012","170.5627","171.8831","165.4763","164.4956","171.1468","179.7451","168.3289","169.0049","183.3732","180.4851","188.3376","197.2224","196.0149","204.4711","200.9883","209.1323","215.3721","232.0891","234.8581","249.4342","259.8521","261.5869","264.9056","274.7506","278.4105","265.2117","284.1738","284.4451","",
"East Asia & Pacific (excluding high income)","EAP","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","2916.87","2972.6038","3056.0993","3140.1512","3168.8747","3381.5974","3460.715","3687.732","3919.3199","3983.925","3977.5011","3959.721","4048.1384","4193.8503","4408.555","4448.4297","4604.8677","4801.5051","5037.4748","5192.8014","5317.3249","5501.7707","5640.4891","5890.6403","6114.9005","6617.1253","6678.328","6771.6956","6819.0016","6823.7004","7084.7153","7333.391","7720.2317","8524.0585","9490.576","10436.4467","11300.4626","11983.3795","12253.1593","12897.0896","13864.5721","14972.4073","15382.9889","15946.9669","16204.2024","16072.9003","16097.8063","16490.2748","17246.6119","17695.0441","17886.1753","18694.0396","18891.6114","",
"Early-demographic dividend","EAR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","3466.0714","3490.4944","3614.1864","3814.0242","3872.6215","3959.864","4106.6229","4248.7549","4310.3908","4399.1142","4476.5281","4551.9194","4676.0181","4774.7985","4869.8536","4981.1399","5126.298","5281.0756","5444.3758","5627.4726","5789.996","5954.3901","6077.5809","6210.7018","6426.116","6641.187","6884.7301","7080.936","7205.3867","7370.1175","7579.5939","7666.0384","7839.4666","8160.5911","8488.0237","8808.6536","9192.7885","9569.5182","9851.9894","10036.2596","10385.7452","10701.0716","11129.7168","11197.4852","11575.67","11673.7021","11900.7691","12321.672","12610.3751","12607.514","12080.7247","12704.5441","13190.2118","",
"East Asia & Pacific","EAS","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","4441.3638","4492.2772","4639.7976","4864.9825","4914.19","5085.9098","5220.5027","5502.5464","5729.9075","5840.3263","5818.52","5784.5461","5841.7895","5999.4356","6327.2235","6367.9471","6538.447","6754.9425","7107.2751","7329.8623","7584.7326","7822.4428","7999.4643","8281.6585","8602.5727","9167.2846","9285.6097","9407.2805","9357.7299","9443.8169","9769.2538","10015.3899","10439.3084","11245.9997","12244.0518","13204.6053","14054.8165","14796.0592","14996.4727","15590.0349","16681.259","17877.1234","18334.0778","18902.811","19097.4679","18947.6148","18974.8462","19376.2815","20092.3921","20483.7531","20541.143","21384.1474","21588.064","",
"Europe & Central Asia (excluding high income)","ECA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1432.1451","1464.2202","1528.3036","1598.1163","1656.9837","1721.3825","1778.6598","1817.3857","1852.0169","1883.1314","1923.7663","1908.7853","1916.857","1928.9066","1955.9146","1970.4957","2018.5005","2075.6436","2089.3446","2108.3181","2218.3754","2128.1475","1945.7234","1772.5123","1567.3611","1504.5025","1411.1427","1372.5131","1373.0443","1365.2195","1412.1605","1390.6275","1436.992","1509.3987","1517.8927","1539.8289","1625.1159","1687.4324","1746.9478","1611.6241","1698.2284","1809.5856","1832.9765","1843.1088","1768.8829","1690.5818","1750.8166","1798.8767","1843.5274","1819.7796","1824.4724","1897.9542","1884.2165","",
"Europe & Central Asia","ECS","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","8942.5082","9024.0707","9305.0649","9743.1839","9802.2705","9889.5675","10307.594","10390.4579","10661.3602","10924.8725","10867.3482","10612.6201","10543.9714","10569.7124","10631.6246","10738.5637","10878.6654","11043.9939","11086.9652","11086.5196","11089.6274","10879.2691","10264.0749","9753.905","9291.0685","9207.6183","9183.4454","8914.1958","8845.3426","8788.1895","8885.9922","8923.9593","8927.1012","9168.9692","9192.1609","9170.8275","9289.5491","9309.6328","9235.5542","8629.9007","8945.7207","8998.2518","8985.7546","8847.3918","8562.1214","8537.6208","8568.0728","8685.7722","8744.5925","8629.4244","8208.6528","8666.618","8595.3441","",
"Ecuador","ECU","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","14.2075","13.3604","15.2005","18.642","19.7978","20.6104","22.6606","24.1329","25.5039","27.2188","28.4045","30.1243","30.4959","29.9058","31.9127","33.4371","34.962","32.4054","36.7817","36.8206","38.5087","38.9876","41.8556","42.9471","45.1434","47.9334","52.2598","53.5999","51.3369","47.9881","46.2129","50.2558","50.6319","52.5613","55.883","56.6048","58.9876","59.3327","60.35","64.7218","68.5644","69.1404","69.4464","72.6407","74.1653","72.7703","71.8572","70.2343","71.3081","71.2106","65.7989","73.2604","76.9437","",
"Egypt, Arab Rep.","EGY","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","62.2268","62.4843","63.4353","60.115","64.6471","68.9117","76.6033","79.9992","82.8802","86.8734","92.9629","99.8957","106.3933","114.0154","122.9815","128.4325","131.6258","140.6019","142.1282","149.0472","152.9877","162.7369","165.5214","167.4109","162.7954","172.5269","182.4302","189.3734","193.5008","207.0882","206.8089","222.8286","230.378","236.8007","253.1009","278.8295","292.3987","307.2422","311.0663","318.5706","317.008","327.0331","341.3781","333.6664","337.3889","342.3982","356.0719","378.6149","382.4122","343.7283","335.9788","360.3649","377.7496","",
"Euro area","EMU","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","3346.6987","3366.9105","3487.2607","3655.1902","3614.8377","3475.3647","3676.152","3620.1375","3728.5202","3858.2165","3781.1701","3655.3321","3550.0967","3539.7606","3564.783","3556.1337","3549.0727","3571.4563","3578.8898","3627.7082","3606.1286","3610.3253","3488.7398","3419.7049","3423.7387","3473.2045","3539.2787","3505.2388","3524.7465","3499.2192","3520.0808","3549.2328","3550.6939","3606.8152","3621.142","3597.1898","3567.3118","3535.4772","3456.5434","3233.6668","3318.7005","3216.2369","3183.2357","3122.736","2992.884","3036.0353","3029.4479","3030.3991","2957.9162","2832.7961","2589.8804","2724.6235","2703.5208","",
"Eritrea","ERI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","4.1736","4.2071","4.1616","4.2087","4.1764","4.0876","4.0896","4.0779","4.1374","4.2141","4.2744","4.3404","4.3479","4.4676","4.3793","4.4915","4.5879","4.5501","4.6198","4.7576","4.8323","4.9378","5.1682","4.3967","4.6118","4.7466","5.2333","5.6505","5.4267","5.5681","5.6781","5.6041","5.5703","5.7","5.7836","5.7633","5.6258","5.8521","5.8071","5.8784","5.8802","6.1719","6.2527","6.2911","6.355","6.3985","6.4971","6.528","6.6616","6.7172","6.7828","6.8931","6.9519","",
"Spain","ESP","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","192.8473","190.595","204.031","218.1905","232.0054","238.4787","257.381","250.2631","251.0321","263.9051","277.1982","282.1857","278.0615","280.3837","271.3965","264.3771","269.7015","268.1821","276.2292","295.638","300.2361","307.379","315.6312","300.672","313.482","329.3303","322.799","345.9979","355.3125","379.7236","398.43","396.7741","414.6146","424.7511","441.0973","455.5859","448.002","465.1608","429.9849","391.346","377.9698","377.6936","370.3375","341.9867","339.8698","351.348","342.5176","357.4445","350.1807","331.7642","291.873","305.9361","328.6332","",
"Estonia","EST","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","20.2256","20.646","21.6663","22.9027","24.0627","25.2684","26.1523","26.6881","27.6321","28.29","29.0517","28.8909","29.4604","29.9175","30.2202","30.598","31.5387","32.5278","32.734","32.6823","43.0934","39.6062","29.4809","24.4878","24.716","22.4606","23.5683","23.8316","21.9458","20.4406","20.7168","21.0437","20.1433","22.317","22.7296","22.7335","21.7019","25.5691","23.7086","20.2683","25.3384","25.5234","24.4856","26.7838","26.0166","24.0511","23.9331","25.3197","26.6219","18.8831","14.6326","14.7302","13.8093","",
"Ethiopia","ETH","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","54.1195","54.5405","54.0523","54.6659","54.6263","53.1179","52.9378","53.5865","54.1763","54.7478","54.8966","55.3893","56.0023","57.79","56.4107","58.9488","62.435","60.2777","61.1771","64.2899","66.1956","66.9739","68.7999","63.9006","66.5089","67.6576","71.0776","73.5579","78.5154","78.5765","76.6517","82.1228","89.9562","89.2413","91.7709","95.1815","101.1033","110.5341","115.7814","119.8901","125.441","125.2388","130.461","135.5942","141.9715","145.6241","151.9531","156.1311","160.3888","170.8912","179.1722","186.2543","192.4435","",
"European Union","EUU","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","4610.7218","4637.2321","4788.2994","5004.3758","4962.8526","4877.3288","5144.8947","5132.898","5301.7565","5458.5285","5367.4432","5161.2458","5075.1673","5056.7449","5095.9917","5102.4782","5103.4424","5142.5118","5123.9808","5112.6917","4913.4318","4834.1671","4651.896","4564.2593","4550.0387","4598.4742","4708.0403","4630.1984","4577.4766","4501.7289","4511.8391","4547.0424","4535.4608","4622.6247","4628.4478","4595.5027","4597.2965","4558.6811","4451.1091","4158.7977","4274.0908","4166.6472","4104.9787","4017.7987","3868.0884","3920.7048","3925.3731","3951.3449","3870.0394","3712.1836","3426.4504","3616.7228","3586.8163","",
"Fragile and conflict affected situations","FCS","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1514.2486","1540.5603","1570.396","1679.8633","1720.218","1705.6348","1819.3315","1831.8694","1859.7692","2017.0359","1987.3331","1826.825","1841.5976","1851.4907","1885.5843","1931.5987","1977.7012","2014.7609","2090.1109","2149.6482","2188.1359","2072.3093","2037.4046","1991.6273","1956.8967","2017.1223","2025.53","2023.3293","1978.4717","1963.4985","2047.8487","2078.5501","2029.1423","2116.229","2128.9252","2165.4506","2164.5127","2166.9603","2203.6114","2153.3952","2264.2301","2289.0284","2387.8875","2398.5576","2375.9975","2301.4337","2351.8449","2388.0776","2451.791","2475.6974","2336.6281","2409.8858","2424.9111","",
"Finland","FIN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","66.6155","66.4216","70.5419","74.9827","71.1271","70.2278","76.177","75.5105","82.7845","83.326","84.285","74.6912","72.4398","71.6419","72.3726","76.428","76.6159","81.4174","80.1036","80.4597","85.5578","86.1739","82.2074","83.7072","90.9477","86.907","91.9623","90.8839","86.7379","87.7099","86.1374","92.8717","94.4235","103.8687","102.4247","87.4519","101.7244","95.0745","86.2399","82.9014","92.972","84.6466","80.599","80.6914","75.8118","71.1064","70.9731","66.9125","68.0088","63.9481","58.1419","57.3952","54.805","",
"Fiji","FJI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1.4426","1.4518","1.5145","1.6803","1.9084","1.7534","1.7429","1.8357","1.821","1.9553","2.0515","2.1027","2.1005","1.9039","1.8064","1.9342","1.9962","1.9313","1.9395","2.0806","2.1954","2.0697","2.1341","2.2433","2.3527","2.4503","2.516","2.5931","2.5811","2.6484","3.0279","3.1446","2.798","3.0388","3.5606","3.2969","3.4412","3.1997","2.7713","2.5609","3.1905","2.731","2.6931","2.8812","2.5409","2.6467","2.637","2.869","2.9995","3.2248","2.7847","2.8965","2.9823","",
"France","FRA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","637.6073","648.6409","665.4867","702.5022","683.5503","642.9377","686.8261","670.0107","687.4231","696.4438","673.8417","622.9276","601.8183","587.3659","575.095","559.3298","546.6873","536.7483","533.3313","541.6005","534.7922","565.5592","551.1519","528.9083","523.6191","534.1544","552.5576","539.0047","551.0665","543.4578","543.686","548.0027","541.5256","544.7156","545.6975","546.1036","532.2617","526.539","519.399","504.4666","514.2563","497.0022","499.2107","493.5974","459.8354","464.1572","466.2441","469.2505","455.7309","445.8764","405.3519","442.2225","429.9974","",
"Faroe Islands","FRO","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0463","0.0454","0.0462","0.0462","0.0463","0.0463","0.0476","0.0477","0.0473","0.0468","0.047","0.0468","0.0467","0.0471","0.0473","0.0471","0.0471","0.0477","0.0479","0.0481","0.0484","0.0482","0.0481","0.0484","0.0486","0.0485","0.0485","0.0487","0.0486","0.0488","0.0491","0.0498","0.05","0.0501","0.0501","0.0497","0.0496","0.0497","0.0494","0.0496","0.0496","0.0499","0.0501","0.0502","0.0508","0.051","0.0512","0.0507","0.0508","0.0509","0.051","0.051","0.051","",
"Micronesia, Fed. Sts.","FSM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0025","0.0026","0.0026","0.0026","0.0026","0.0026","0.0027","0.0027","0.0028","0.0029","0.003","0.0031","0.0032","0.0033","0.0034","0.0035","0.0036","0.0037","0.0038","0.0039","0.004","0.0042","0.0043","0.0044","0.0045","0.0404","0.0404","0.0404","0.0404","0.0404","0.0404","0.0404","0.0405","0.0405","0.0405","0.0405","0.0405","0.0409","0.0409","0.0429","0.0428","0.0452","0.0452","0.0465","0.0466","0.0473","0.0481","0.0479","0.0487","0.0498","0.0506","0.0513","0.052","",
