"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Gabon","GAB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.8181","7.3404","7.9111","11.9778","14.6561","16.7304","17.5612","17.3424","17.3207","16.4311","15.3515","14.5174","14.8971","14.4355","15.7805","17.0759","14.6009","13.6085","14.2218","17.3337","20.3913","19.5635","20.8552","21.4945","21.0487","23.5422","26.5287","24.5069","28.5013","27.1536","27.9641","28.0558","27.1443","30.238","27.9818","26.3393","22.7171","19.6519","21.1613","20.5915","21.1617","20.8841","20.7897","20.5711","20.812","21.6759","21.7647","19.8922","18.521","20.4015","20.0135","19.0267","18.6267","",
"United Kingdom","GBR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","879.9829","872.4655","849.9566","890.3341","843.7637","831.6487","842.9629","847.772","849.373","888.9606","820.479","801.0994","784.8091","777.374","733.1409","775.676","798.2254","799.9868","795.8291","778.8881","785.5547","797.8067","774.4728","752.1212","743.8083","740.196","760.3263","736.7815","727.5412","701.0294","700.1192","709.7096","689.0211","698.2169","691.9153","681.2129","673.9747","658.8605","636.5795","582.5419","594.2596","551.5783","573.2484","558.1893","519.2542","504.4467","484.2036","470.143","463.3835","446.2817","407.3352","425.1052","425.9522","",
"Georgia","GEO","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","29.3073","29.9518","31.5049","32.6771","33.6469","35.5464","36.0754","36.2473","37.4059","38.4754","39.2793","38.9594","38.6619","38.4656","38.9754","39.1376","39.7933","40.9864","41.4277","41.4413","42.0914","33.7138","27.5133","22.9298","16.5212","14.0454","12.6212","11.9158","11.2648","10.9794","11.5083","9.7439","9.5981","10.1006","10.3708","11.23","11.6601","12.6129","11.5666","12.6028","11.9962","13.437","14.5973","15.4557","16.2636","16.4417","16.8466","17.0177","16.8672","17.6289","17.279","17.914","18.0153","",
"Ghana","GHA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","7.5755","7.6789","8.117","8.2474","8.8305","8.9837","9.0943","9.4701","9.2376","9.2526","9.2959","9.9729","9.7147","8.1381","8.7227","9.3575","10.0662","10.4984","10.6515","11.4706","11.3194","11.6532","12.2044","12.5387","12.9969","13.4415","14.1444","14.5886","16.3985","17.2854","16.8406","17.514","18.9204","18.6524","18.5478","19.3107","21.302","21.8998","23.5718","24.751","26.0891","29.4927","32.4604","34.7048","34.9635","36.4917","37.0231","40.5167","43.4491","46.8208","49.4692","51.6203","53.0073","",
"Gibraltar","GIB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0826","0.0837","0.0736","0.0742","0.0742","0.0774","0.0768","0.0737","0.0705","0.0936","0.1092","0.1026","0.1128","0.1032","0.1","0.1063","0.1324","0.1442","0.16","0.1535","0.1598","0.2199","0.2588","0.2621","0.307","0.3007","0.3071","0.3168","0.3328","0.3456","0.3616","0.371","0.3774","0.3838","0.4156","0.4284","0.4476","0.4448","0.4541","0.4954","0.4986","0.4828","0.4927","0.5245","0.5628","0.6138","0.6394","0.6777","0.7184","0.7455","0.6699","0.6654","0.689","",
"Guinea","GIN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","5.172","5.2133","5.299","5.4463","5.5821","5.7444","5.829","5.9107","5.9785","6.1297","6.1799","6.234","6.5407","6.718","6.7276","6.5813","6.3356","7.0188","7.2615","7.5238","7.9012","8.2194","8.113","8.4232","8.8909","9.2447","9.8404","9.6206","9.9995","10.6978","11.5044","11.763","12.2124","12.753","13.2698","13.7812","14.3725","14.9162","15.6139","16.2242","18.9801","19.9409","20.6158","21.0786","21.941","23.1967","24.2167","25.2081","26.1184","26.7592","27.24","28.2888","29.2804","",
"Gambia, The","GMB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.7317","0.7501","0.738","0.7256","0.7584","0.7774","0.7919","0.7998","0.815","0.8051","0.8369","0.8725","0.8743","0.827","0.8077","0.8418","0.8673","0.9719","0.9908","0.9771","0.9729","1.0388","1.0144","1.0195","1.0666","1.0774","1.0921","1.088","1.1189","1.1453","1.2717","1.277","1.2984","1.4266","1.4949","1.53","1.5972","1.6371","1.7362","1.953","2.027","1.8322","1.8616","1.9459","2.0678","2.1951","2.0819","2.1205","2.1008","2.2086","2.2416","2.3011","2.3435","",
"Guinea-Bissau","GNB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.8445","0.8596","0.8879","0.922","1.0259","1.1884","1.2931","1.2645","1.1766","1.2077","1.2374","1.4036","1.7166","1.6239","1.5452","1.3752","1.3769","1.4891","1.512","1.5888","1.6635","1.7393","1.7374","1.7613","1.7878","1.8431","1.8645","1.8707","1.8923","1.9921","2.0127","2.0138","2.0461","2.1076","2.1385","2.1823","2.2736","2.3739","2.4613","2.5604","2.6869","2.7126","2.8458","2.9533","2.8282","2.978","3.0352","2.9335","3.009","3.0844","3.1376","3.192","3.2433","",
"Equatorial Guinea","GNQ","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.115","0.115","0.1203","0.096","0.1014","0.1037","0.1059","0.1055","0.1407","0.1382","0.1436","0.1549","0.1532","0.1288","0.1429","0.1368","0.1471","0.1691","0.169","0.1873","0.1823","0.1907","0.1945","0.2135","2.8283","3.2251","5.3805","7.8094","9.7409","10.6864","12.4177","14.141","11.5119","12.7499","17.4974","17.0728","18.528","20.2687","20.0921","18.7819","19.1804","19.4951","19.6014","18.9651","18.9511","18.6681","17.9273","16.5765","14.3964","13.1449","12.7146","12.859","11.5519","",
"Greece","GRC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","45.3616","46.943","54.3166","57.7669","57.9972","60.0417","65.3126","67.544","70.4889","73.9205","74.1264","73.727","75.3787","79.0565","81.0596","84.5415","84.0912","89.1511","94.1125","98.7112","99.4814","99.2764","101.1444","101.1328","103.6555","108.0175","108.9718","110.2026","114.3559","115.4767","121.6662","122.2625","122.9886","126.4744","126.6316","128.9451","125.6392","129.9462","125.474","119.434","112.2212","109.1637","104.4149","96.4396","93.3371","91.3433","89.6972","89.7899","87.1689","81.7708","71.9032","73.516","76.0007","",
"Grenada","GRD","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0635","0.0658","0.0661","0.0667","0.064","0.0651","0.0659","0.0684","0.0698","0.0692","0.0689","0.0738","0.0732","0.0731","0.0751","0.0745","0.0775","0.0841","0.0871","0.0877","0.1011","0.1022","0.1044","0.1118","0.1207","0.1152","0.12","0.1431","0.1329","0.1316","0.1117","0.1139","0.118","0.1254","0.1231","0.1282","0.1363","0.1473","0.1557","0.163","0.1754","0.1509","0.1575","0.1915","0.1744","0.177","0.1865","0.1848","0.1984","0.2138","0.1922","0.1884","0.1941","",
"Greenland","GRL","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0521","0.0532","0.0541","0.0549","0.0558","0.0566","0.0569","0.0571","0.0573","0.0576","0.0578","0.0586","0.0594","0.0602","0.061","0.0619","0.0626","0.0632","0.064","0.0646","0.0652","0.0655","0.0657","0.0658","0.0659","0.066","0.0662","0.0663","0.0665","0.0666","0.0665","0.0668","0.067","0.0673","0.6875","0.694","0.7099","0.7001","0.7194","0.6328","0.7252","0.7667","0.6199","0.6116","0.5596","0.5985","0.594","0.5828","0.5845","0.5845","0.5259","0.5126","0.5395","",
"Guatemala","GTM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","8.9506","9.4111","10.0163","10.2133","10.1446","10.6044","10.2876","11.167","11.7824","12.5184","13.0177","12.6513","12.3252","12.2151","12.562","12.9016","12.5981","13.0642","13.2439","13.7063","14.1507","14.7764","15.9834","17.0328","17.453","18.7158","18.7603","19.4494","21.431","22.0885","23.2092","24.1266","25.3427","25.22","26.0737","27.4029","28.044","29.2573","28.7432","30.1146","30.1985","30.86","31.8714","33.5009","35.2481","38.0827","39.6261","39.3276","41.5211","42.9774","41.6145","44.5241","45.0183","",
"Guam","GUM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","0.0346","0.0315","0.0324","0.0331","0.0319","0.0324","0.0298","0.0305","0.031","0.0313","0.0309","0.0315","0.0312","0.0321","0.0325","0.0325","0.0329","0.0332","0.034","0.0303","0.03","0.0306","0.0314","0.0322","0.0329","0.0335","0.0341","0.0348","0.0352","0.0358","0.0363","0.0365","0.0368","0.037","0.0371","0.0372","0.0373","0.0375","0.0375","0.0376","0.0376","0.0378","0.0382","0.0383","0.0385","0.0387","0.039","0.0393","0.0397","0.04","0.0404","0.0407","0.0409","",
"Guyana","GUY","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","5.0986","5.0162","4.768","5.1817","5.2712","5.7791","5.3365","5.7401","5.3737","4.8399","5.0354","4.9696","4.7984","4.3955","4.6723","4.4241","4.383","4.3085","4.3385","4.079","3.8492","4.0392","4.0878","4.274","4.5415","4.9178","4.9667","5.154","5.0453","5.1229","4.7964","4.7583","4.5871","4.813","4.722","4.4471","4.2346","4.5629","4.655","4.7379","4.9638","5.0873","5.3038","5.437","5.6943","5.7777","5.8393","5.9915","6.0608","6.3824","7.2738","7.6709","7.791","",
"High income","HIC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","15690.8042","15647.8669","16274.4877","17063.7096","16892.8268","16643.2121","17377.0322","17670.4111","17920.1817","18302.5272","17981.2966","17597.0173","17176.0894","17166.3221","17543.0376","17636.1202","17714.7931","18039.7571","18501.5199","18672.3249","18532.759","18443.1764","18189.6728","18059.9651","18075.3718","18216.7101","18576.7271","18712.2532","18630.3637","18705.97","19050.757","19051.608","18939.1811","19270.1433","19451.7146","19498.9789","19462.9819","19666.4902","19348.8426","18340.035","19049.5295","18979.2997","18830.036","18874.9561","18690.8783","18670.8758","18541.1063","18566.3999","18708.2987","18452.3608","17262.8628","18090.1426","18211.557","",
"Hong Kong SAR, China","HKG","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","12.084","12.3172","12.6479","12.7527","14.2355","14.1774","16.1467","18.375","19.5318","18.6397","19.1764","20.3113","22.8256","26.2848","28.7201","29.8814","33.7253","34.2571","37.4327","38.8921","39.9737","43.3628","47.8499","48.8758","42.402","42.9462","40.4677","39.4202","47.8726","51.0713","47.3219","47.1949","46.222","49.8418","46.0174","48.3635","47.9571","50.161","48.909","51.0784","48.1682","51.2076","50.7015","52.2805","53.7219","50.4439","51.3564","50.4997","50.4902","50.0098","41.671","41.083","39.1401","",
"Honduras","HND","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.044","6.1386","6.2793","6.4593","6.706","6.9399","7.0886","7.3571","7.4425","7.645","7.8698","7.9026","7.9483","9.0283","9.4084","9.193","9.1878","9.4069","9.5059","9.7135","9.6528","9.7738","10.1283","9.9135","10.7994","11.2352","11.6028","11.7646","12.3164","11.7893","12.2577","13.3859","14.6413","16.2229","17.3626","16.5265","17.7166","19.0069","19.3489","19.3533","19.4174","20.6955","21.3898","21.3722","21.8146","22.6089","22.6339","21.4613","21.349","22.7358","21.605","22.9693","23.7448","",
"Heavily indebted poor countries (HIPC)","HPC","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","384.271","388.3771","394.3575","408.5955","416.4591","418.899","431.2229","433.0108","441.9414","449.8471","459.962","470.6779","493.8473","500.1904","497.8763","508.605","511.0262","513.8945","522.6738","534.9665","543.9816","553.4353","564.893","572.3397","590.2656","600.0954","623.2917","640.9163","664.8484","685.0973","699.1513","714.8394","733.6675","759.0884","781.95","814.599","841.5846","869.2993","903.7591","930.9366","974.4633","1005.5934","1050.4266","1085.3709","1122.1341","1158.8723","1191.8157","1224.6077","1264.5882","1308.0782","1324.8591","1370.6285","1403.0492","",
"Croatia","HRV","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","28.7275","28.8074","28.5469","30.0555","31.3078","32.0566","31.5319","31.0797","32.1377","33.8437","31.2468","33.2251","33.8044","36.9066","38.2367","39.0231","41.3666","40.6911","43.7162","42.0133","34.0018","26.1779","23.8333","23.9853","23.0302","23.6593","23.495","25.5868","25.8965","26.1486","25.7996","26.9457","27.718","29.3047","29.9294","29.9448","30.5701","32.417","31.0475","29.1873","28.5233","28.1358","26.1394","25.7916","24.9987","25.6946","26.0591","26.4776","25.1788","25.2489","24.2687","24.1021","24.1168","",
"Haiti","HTI","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","6.441","6.5887","6.6976","6.6803","6.677","6.667","6.931","7.0519","7.2935","7.3862","7.4596","7.4281","7.6442","7.8229","7.9102","7.8968","7.8134","7.8175","7.8719","7.8446","7.9253","8.1478","8.5632","8.3061","7.8743","8.7044","9.0097","9.5478","9.7611","9.9671","10.4793","10.6203","10.964","11.0667","11.0313","11.2506","11.427","11.9772","12.1159","12.2942","12.9785","13.5549","13.4242","13.7039","14.1636","14.516","14.8375","14.8502","14.7732","14.9773","14.7744","14.7089","14.8741","",
"Hungary","HUN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","91.7978","94.0674","95.8653","101.142","104.0132","106.0825","110.3433","115.1662","124.2105","123.0234","121.8721","120.8666","121.4301","117.5242","119.0815","117.6169","114.7856","116.1353","110.471","107.4901","96.7809","90.5711","79.7347","80.7242","80.4622","79.3803","81.8909","80.4649","79.6875","80.2007","77.2077","78.84","81.2352","82.4171","81.2143","80.2441","79.2333","77.5828","75.2773","68.3504","68.606","67.7358","64.3143","61.7703","61.932","64.482","65.3847","71.4519","71.5262","70.1238","68.0982","70.3331","66.2076","",
"IBRD only","IBD","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","9630.4726","9793.8037","10142.8445","10613.6301","10882.1397","11403.4967","11857.8473","12278.1689","12707.7733","12957.1745","13043.3741","12913.673","13176.2589","13445.7441","13867.2725","14064.9363","14470.1899","14960.3999","15407.5424","15714.0217","15920.8722","15970.8443","15838.2092","15833.3025","15844.5981","16430.4234","16532.2189","16664.6271","16720.414","16820.5615","17307.5978","17627.2839","18130.6593","19339.0866","20653.5686","21842.2286","23067.3545","24101.4643","24651.6035","25159.4257","26638.9292","28156.3315","28984.0866","29627.6085","30033.2974","29869.2215","30052.744","30763.4268","31815.6704","32233.6156","31767.574","33386.4832","33820.4583","",
"IDA & IBRD total","IBT","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","10784.5244","10959.3182","11350.3129","11878.0066","12203.2414","12699.7373","13205.6063","13639.9013","14088.3512","14422.305","14507.5356","14340.0059","14631.2633","14915.0088","15364.1076","15605.8679","16043.5017","16548.4866","17046.7712","17408.089","17642.8857","17719.7107","17619.14","17633.5245","17692.9555","18343.824","18546.0381","18678.0711","18761.9762","18904.1072","19468.5002","19824.9865","20318.4435","21612.57","22978.7827","24241.2381","25521.1844","26616.7304","27235.9103","27748.9072","29324.3555","30917.0452","31777.4345","32468.7539","32945.7597","32825.4589","33108.6769","33928.8649","35070.0904","35573.681","35092.9699","36822.3728","37289.9158","",
"IDA total","IDA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1154.0518","1165.5145","1207.4684","1264.3765","1321.1017","1296.2406","1347.759","1361.7324","1380.5779","1465.1305","1464.1615","1426.3329","1455.0044","1469.2647","1496.8351","1540.9316","1573.3118","1588.0867","1639.2288","1694.0673","1722.0135","1748.8664","1780.9308","1800.222","1848.3574","1913.4006","2013.8192","2013.444","2041.5622","2083.5457","2160.9024","2197.7026","2187.7842","2273.4834","2325.2141","2399.0095","2453.8299","2515.2661","2584.3068","2589.4815","2685.4263","2760.7137","2793.3479","2841.1454","2912.4623","2956.2374","3055.9329","3165.4381","3254.42","3340.0654","3325.3959","3435.8896","3469.4575","",
"IDA blend","IDB","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","465.9857","484.6069","527.6372","578.7292","627.8299","582.53","624.1323","624.3947","626.1813","701.9573","687.2249","636.9488","639.1767","648.6986","677.3165","708.833","729.8742","736.6122","766.914","807.4155","811.2213","826.0701","853.0239","866.4728","892.8214","929.3312","1006.1752","989.7454","990.2371","995.6228","1050.0945","1067.7505","1026.4556","1069.3585","1092.0955","1104.5772","1116.6658","1131.0669","1153.1806","1125.6984","1166.4161","1208.7422","1204.702","1223.5355","1248.3359","1256.8385","1301.3257","1336.9101","1365.2333","1404.3952","1376.0977","1425.4141","1419.2349","",
"Indonesia","IDN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","217.8876","220.6786","227.0358","242.3894","249.2418","249.1351","257.1318","283.6654","302.8467","309.4043","314.2385","324.1248","315.1234","323.6912","339.3289","347.1817","363.763","365.6205","378.7315","391.6263","427.6425","448.6348","469.5567","487.715","507.2135","538.0351","563.2456","587.6993","585.7201","599.6235","602.1886","626.7262","639.4302","672.8766","686.3048","694.2789","730.1868","753.6528","759.0386","793.4367","827.178","930.7402","952.0092","911.9307","961.0735","961.3625","956.6358","1019.7306","1109.5989","1161.7335","1104.6649","1128.0125","1240.7843","",
"IDA only","IDX","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","688.0661","680.9076","679.8312","685.6473","693.2718","713.7106","723.6267","737.3377","754.3966","763.1732","776.9366","789.3841","815.8277","820.5661","819.5186","832.0986","843.4376","851.4745","872.3148","886.6518","910.7922","922.7963","927.9069","933.7492","955.536","984.0694","1007.644","1023.6986","1051.3251","1087.9229","1110.8079","1129.9521","1161.3286","1204.1249","1233.1186","1294.4323","1337.1641","1384.1992","1431.1262","1463.7831","1519.0102","1551.9715","1588.6459","1617.6099","1664.1264","1699.3989","1754.6072","1828.528","1889.1867","1935.6702","1949.2982","2010.4755","2050.2226","",
"Isle of Man","IMN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","816.9865","821.7733","833.05","841.4244","863.7823","895.4534","918.8383","938.4584","942.9015","971.2328","996.2937","1046.2245","1069.9071","1119.7133","1173.7648","1203.9725","1267.3377","1301.549","1370.8627","1428.9689","1434.0581","1493.0054","1525.8161","1558.62","1613.4194","1678.1405","1726.154","1783.6477","1814.4387","1883.8798","1917.1068","1942.0776","1971.9147","2023.8436","2127.8257","2200.6958","2305.5158","2449.5228","2562.6934","2716.4389","2837.5226","2963.1802","3141.9236","3180.5445","3355.0863","3387.4295","3440.8332","3587.6148","3752.2","3728.6916","3516.6805","3752.1746","3940.7995","",
"Not classified","INX","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","39.9795","42.9218","42.6062","43.1532","46.1187","44.6948","44.9556","47.2492","47.4578","52.0709","51.1566","50.3364","50.2929","50.4143","50.7132","52.4348","53.5554","54.7974","53.9937","55.6265","57.5256","58.0752","58.0732","58.8436","60.3214","60.9765","62.4742","64.0611","66.9175","70.9218","74.5887","77.1348","75.6428","75.3362","74.1879","75.2784","75.905","73.4751","72.0692","66.637","65.6784","61.6092","62.7155","61.8871","61.9754","63.9595","67.4549","66.5613","63.558","61.6459","59.4022","61.0402","62.3581","",
"Iran, Islamic Rep.","IRN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","212.8452","218.517","241.0808","278.9975","290.9187","278.2533","310.0323","312.5342","299.6171","245.596","187.6285","183.8903","227.9916","252.75","247.391","261.5769","247.5776","263.8676","265.3749","294.6435","332.5986","377.8299","402.4699","401.5285","442.7486","444.7849","463.3603","478.3238","464.0169","495.0219","525.4478","531.7937","551.1216","600.1393","640.5014","683.404","731.7742","764.1703","770.8137","795.3749","807.0413","818.1073","812.9873","833.3597","858.2885","856.8683","904.6953","937.7668","950.6775","915.6798","901.4042","936.4147","951.8312","",
"Iraq","IRQ","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","100.5603","104.9715","96.0544","119.7977","119.758","135.7264","151.9381","145.4956","158.9194","205.6992","168.6725","90.0285","93.2238","96.7198","110.7669","127.5745","145.2103","161.9129","192.2027","208.6819","169.6323","80.1322","108.2455","137.9984","150.0976","150.4222","140.0661","177.4002","157.4226","145.904","165.7043","179.4336","168.406","151.9854","169.569","163.8489","163.616","153.6747","170.2748","186.3024","209.7507","223.1022","252.0573","262.8178","263.6797","273.1061","314.3774","330.7469","347.3219","367.1058","329.5278","340.169","367.9411","",
"Iceland","ISL","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","3.2287","3.3697","3.6761","4.3734","4.3014","4.0377","4.1327","4.282","4.4092","4.4565","4.2423","4.1693","3.8658","3.9226","4.2141","4.025","4.0743","4.2118","4.3276","4.4362","4.4276","4.3952","3.3048","3.427","3.5613","3.3814","3.6802","3.6142","3.7679","3.827","3.9353","4.0453","4.2423","4.2112","4.2945","4.2664","4.413","4.7421","5.0534","5.0511","4.989","4.8496","4.853","4.9028","4.7274","4.89","4.4576","4.5907","4.5367","4.4165","4.2656","4.2815","4.7682","",
"Israel","ISR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","72.8979","73.2","76.9793","77.9908","61.2147","83.689","23.8418","24.7118","26.0156","26.473","26.4243","27.4333","28.5456","29.5027","30.5265","32.3371","34.7757","37.5692","39.7258","41.1461","42.6929","43.5083","46.3534","50.4088","54.0448","57.5252","60.9503","62.9105","64.0966","65.7641","70.4346","70.6172","73.9279","75.7591","76.108","73.9407","77.466","80.177","81.7901","79.9751","85.9788","86.3887","92.5795","85.1611","82.9842","86.8787","87.5844","87.7276","84.406","86.2035","83.5756","84.4545","87.7537","",
"Italy","ITA","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","395.9093","412.3482","429.6964","453.8124","454.2756","436.2758","467.0757","456.4589","466.8463","483.5455","484.719","472.2207","463.3886","456.2922","465.0354","465.6204","468.6608","495.0241","495.7611","512.4209","513.6393","511.1547","505.8708","499.4708","495.559","522.2192","518.2246","522.2689","531.8631","539.2379","545.6935","542.2225","551.6417","570.405","579.4958","580.335","568.1431","560.8064","545.3152","493.2645","503.5432","492.1974","473.2515","440.0386","419.9919","430.2052","424.8877","422.7058","417.4814","405.2389","367.3238","392.8665","394.6564","",
"Jamaica","JAM","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","9.4149","9.4162","9.3831","9.933","10.2508","8.8569","8.0235","8.6476","8.8128","8.5342","8.3123","8.2203","7.2708","7.4388","7.0947","6.4469","6.3081","6.4858","6.6991","8.136","9.2897","9.3238","10.2522","10.4332","10.4814","10.8416","11.1823","11.3798","11.8955","12.1975","12.2529","12.3238","12.279","12.656","12.6129","12.5985","13.9925","13.8909","11.4782","9.6289","9.2451","9.1798","8.599","9.0678","8.8165","8.689","9.2145","8.9215","10.3277","10.0786","7.4969","7.7017","7.7068","",
"Jordan","JOR","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","3.7304","3.8496","3.459","3.8319","4.0656","4.3941","4.9848","5.1672","6.0618","6.4676","7.8552","8.9591","9.489","10.7644","11.6849","12.0517","12.666","14.0706","13.778","11.8157","12.5418","12.8811","15.0537","15.6761","16.2795","17.282","17.6551","18.2332","18.574","18.7473","20.4623","20.699","21.6359","22.3199","23.9236","25.5934","26.0001","27.1292","26.8392","27.3935","27.1448","28.0124","31.8571","31.6229","33.838","33.9181","34.113","35.6938","34.7594","33.392","31.5016","33.5371","34.5392","",
"Japan","JPN","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","1022.0071","1011.9668","1055.0938","1168.8821","1164.1203","1105.9931","1142.191","1170.0683","1164.3747","1190.0268","1160.2868","1133.636","1090.9671","1094.6117","1167.7178","1139.8622","1135.5826","1138.0007","1212.3843","1243.2972","1321.3145","1335.318","1344.6558","1340.9523","1402.3586","1419.6527","1432.0069","1413.5706","1357.4848","1388.2189","1391.4509","1368.8645","1397.5578","1402.0883","1392.9628","1402.15","1372.6418","1407.7853","1332.3929","1263.3809","1326.2628","1375.5966","1412.9327","1429.1881","1377.1513","1335.1082","1321.5024","1306.4717","1265.5424","1226.4328","1161.3212","1174.9653","1182.3124","",
"Kazakhstan","KAZ","Total greenhouse gas emissions excluding LULUCF (Mt CO2e)","EN.GHG.ALL.MT.CE.AR5","","","","","","","","","","","259.3898","264.1204","271.7023","281.0792","287.0434","293.8422","299.2751","299.7299","304.622","306.2951","306.5761","297.0612","292.2295","290.8758","297.0978","288.691","290.7967","296.873","301.7656","303.396","349.3244","355.7876","360.1788","314.4315","280.3537","244.2044","215.4655","188.8637","188.3529","173.9144","178.5785","176.9347","193.1785","213.2631","228.4989","242.9657","268.7686","282.353","327.2705","300.6499","320.1249","339.1282","337.3417","357.1656","310.0086","275.8301","289.4503","308.7062","313.6974","300.1421","308.2395","318.9146","331.3255","",
